region,lawaSiteID,siteName,siteType,property,dateCollected,val,lCens,rCens,week,month,year,YW,fVal,bathingSeason,Retest result? (Y/N)
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,42780.50694,1,FALSE,FALSE,7,2,2017,201707,1,2016/2017,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,42787.55556,4,FALSE,FALSE,8,2,2017,201708,4,2016/2017,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,42794.55903,1,FALSE,FALSE,9,2,2017,201709,1,2016/2017,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,42801.52431,3,FALSE,FALSE,10,3,2017,201710,3,2016/2017,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,42808.55556,1,FALSE,FALSE,11,3,2017,201711,1,2016/2017,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,42815.5375,1,FALSE,FALSE,12,3,2017,201712,1,2016/2017,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43045.57292,1,FALSE,FALSE,45,11,2017,201745,1,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43052.54722,2,FALSE,FALSE,46,11,2017,201746,2,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43059.56944,1,FALSE,FALSE,47,11,2017,201747,1,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43066.58056,1,FALSE,FALSE,48,11,2017,201748,1,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43073.56944,10,FALSE,FALSE,49,12,2017,201749,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43080.58333,1333,FALSE,FALSE,50,12,2017,201750,1333,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43084.5625,10,FALSE,FALSE,50,12,2017,201750,10,2017/2018,Y
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43087.57292,10,FALSE,FALSE,51,12,2017,201751,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43103.58333,10,FALSE,FALSE,1,1,2018,201801,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43108.55764,10,FALSE,FALSE,2,1,2018,201802,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43115.56111,10,FALSE,FALSE,3,1,2018,201803,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43122.5625,10,FALSE,FALSE,4,1,2018,201804,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43130.5625,598,FALSE,FALSE,5,1,2018,201805,598,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43136.55556,10,FALSE,FALSE,6,2,2018,201806,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43143.57292,10,FALSE,FALSE,7,2,2018,201807,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43150.58681,10,FALSE,FALSE,8,2,2018,201808,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43157.57639,10,FALSE,FALSE,9,2,2018,201809,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43164.56042,10,FALSE,FALSE,10,3,2018,201810,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43172.59097,10,FALSE,FALSE,11,3,2018,201811,10,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43178.55208,20,FALSE,FALSE,12,3,2018,201812,20,2017/2018,
Waikato region,LAWA-100570,Opposite Surf Club at Whiritoa Beach,Beach,Enterococci,43185.55625,10,FALSE,FALSE,13,3,2018,201813,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42335.51736,2,FALSE,FALSE,48,11,2015,201548,2,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42339.43264,3,FALSE,FALSE,48,12,2015,201548,3,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42349.44097,1,FALSE,FALSE,50,12,2015,201550,1,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42355.44514,1,FALSE,FALSE,51,12,2015,201551,1,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42361.45625,1,FALSE,FALSE,51,12,2015,201551,1,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42377.49931,4,FALSE,FALSE,2,1,2016,201602,4,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42383.45972,1,FALSE,FALSE,2,1,2016,201602,1,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42391.50556,3,FALSE,FALSE,4,1,2016,201604,3,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42397.44861,1,FALSE,FALSE,4,1,2016,201604,1,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42402.5625,1,FALSE,FALSE,5,2,2016,201605,1,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42411.55833,1,FALSE,FALSE,6,2,2016,201606,1,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42415.45764,2,FALSE,FALSE,7,2,2016,201607,2,2015/2016,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42675.46528,1,FALSE,FALSE,44,11,2016,201644,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42682.44236,2,FALSE,FALSE,45,11,2016,201645,2,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42689.42917,1,FALSE,FALSE,46,11,2016,201646,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42696.38819,1,FALSE,FALSE,47,11,2016,201647,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42703.39653,1,FALSE,FALSE,48,11,2016,201648,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42710.39375,1,FALSE,FALSE,49,12,2016,201649,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42717.37986,1,FALSE,FALSE,50,12,2016,201650,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42724.37639,1,FALSE,FALSE,51,12,2016,201651,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42740.38542,1,FALSE,FALSE,1,1,2017,201701,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42745.38264,1,FALSE,FALSE,2,1,2017,201702,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42752.38333,1,FALSE,FALSE,3,1,2017,201703,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42759.37917,1,FALSE,FALSE,4,1,2017,201704,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42766.38194,10,FALSE,FALSE,5,1,2017,201705,10,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42773.38611,1,FALSE,FALSE,6,2,2017,201706,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42780.38889,1,FALSE,FALSE,7,2,2017,201707,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42787.38194,1,FALSE,FALSE,8,2,2017,201708,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42794.42222,1,FALSE,FALSE,9,2,2017,201709,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42801.41875,1,FALSE,FALSE,10,3,2017,201710,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42808.39931,5,FALSE,FALSE,11,3,2017,201711,5,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42815.39236,1,FALSE,FALSE,12,3,2017,201712,1,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,42822.43403,6,FALSE,FALSE,13,3,2017,201713,6,2016/2017,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43045.43611,1,FALSE,FALSE,45,11,2017,201745,1,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43052.42083,1,FALSE,FALSE,46,11,2017,201746,1,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43059.44097,1,FALSE,FALSE,47,11,2017,201747,1,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43066.43403,1,FALSE,FALSE,48,11,2017,201748,1,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43073.43056,10,FALSE,FALSE,49,12,2017,201749,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43080.42708,717,FALSE,FALSE,50,12,2017,201750,717,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43084.4375,10,FALSE,FALSE,50,12,2017,201750,10,2017/2018,Y
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43087.44444,10,FALSE,FALSE,51,12,2017,201751,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43103.43056,10,FALSE,FALSE,1,1,2018,201801,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43108.42778,10,FALSE,FALSE,2,1,2018,201802,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43115.42708,10,FALSE,FALSE,3,1,2018,201803,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43122.41667,10,FALSE,FALSE,4,1,2018,201804,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43130.43403,1017,FALSE,FALSE,5,1,2018,201805,1017,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43136.42361,10,FALSE,FALSE,6,2,2018,201806,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43143.42917,199,FALSE,FALSE,7,2,2018,201807,199,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43150.4375,10,FALSE,FALSE,8,2,2018,201808,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43157.44444,10,FALSE,FALSE,9,2,2018,201809,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43164.43403,10,FALSE,FALSE,10,3,2018,201810,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43172.44653,10,FALSE,FALSE,11,3,2018,201811,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43178.4375,10,FALSE,FALSE,12,3,2018,201812,10,2017/2018,
Waikato region,LAWA-100565,Out from Hot Springs at Hot Water Beach,Beach,Enterococci,43185.42361,10,FALSE,FALSE,13,3,2018,201813,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42675.54514,1,FALSE,FALSE,44,11,2016,201644,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42682.51944,10,FALSE,FALSE,45,11,2016,201645,10,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42689.49306,1,FALSE,FALSE,46,11,2016,201646,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42696.49514,1,FALSE,FALSE,47,11,2016,201647,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42703.45069,1,FALSE,FALSE,48,11,2016,201648,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42710.45278,1,FALSE,FALSE,49,12,2016,201649,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42717.46597,1,FALSE,FALSE,50,12,2016,201650,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42724.44792,1,FALSE,FALSE,51,12,2016,201651,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42740.45208,1,FALSE,FALSE,1,1,2017,201701,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42745.46181,1,FALSE,FALSE,2,1,2017,201702,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42752.45625,1,FALSE,FALSE,3,1,2017,201703,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42759.47292,1,FALSE,FALSE,4,1,2017,201704,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42766.44444,1,FALSE,FALSE,5,1,2017,201705,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42773.47222,1,FALSE,FALSE,6,2,2017,201706,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42780.44028,3,FALSE,FALSE,7,2,2017,201707,3,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42787.48264,1,FALSE,FALSE,8,2,2017,201708,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42794.46042,1,FALSE,FALSE,9,2,2017,201709,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42801.46389,1,FALSE,FALSE,10,3,2017,201710,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42808.48264,3,FALSE,FALSE,11,3,2017,201711,3,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42815.46875,1,FALSE,FALSE,12,3,2017,201712,1,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,42822.49028,35,FALSE,FALSE,13,3,2017,201713,35,2016/2017,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43045.50694,1,FALSE,FALSE,45,11,2017,201745,1,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43052.475,1,FALSE,FALSE,46,11,2017,201746,1,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43059.50833,1,FALSE,FALSE,47,11,2017,201747,1,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43066.51042,1,FALSE,FALSE,48,11,2017,201748,1,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43073.51389,10,FALSE,FALSE,49,12,2017,201749,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43080.5,1236,FALSE,FALSE,50,12,2017,201750,1236,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43084.5,10,FALSE,FALSE,50,12,2017,201750,10,2017/2018,Y
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43087.52083,10,FALSE,FALSE,51,12,2017,201751,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43103.5,10,FALSE,FALSE,1,1,2018,201801,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43108.5,10,FALSE,FALSE,2,1,2018,201802,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43115.50278,10,FALSE,FALSE,3,1,2018,201803,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43122.5,10,FALSE,FALSE,4,1,2018,201804,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43130.50694,7270,FALSE,FALSE,5,1,2018,201805,7270,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43136.48958,10,FALSE,FALSE,6,2,2018,201806,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43143.47917,663,FALSE,FALSE,7,2,2018,201807,663,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43150.51389,10,FALSE,FALSE,8,2,2018,201808,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43157.51389,20,FALSE,FALSE,9,2,2018,201809,20,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43164.4875,10,FALSE,FALSE,10,3,2018,201810,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43172.51458,10,FALSE,FALSE,11,3,2018,201811,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43178.48611,10,FALSE,FALSE,12,3,2018,201812,10,2017/2018,
Waikato region,LAWA-100567,Pauanui Beach Surf Club at Pauanui Beach North,Beach,Enterococci,43185.48194,10,FALSE,FALSE,13,3,2018,201813,10,2017/2018,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42332.46458,4,FALSE,FALSE,47,11,2015,201547,4,2015/2016,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42338.54375,1,FALSE,FALSE,48,11,2015,201548,1,2015/2016,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42345.41389,1,FALSE,FALSE,49,12,2015,201549,1,2015/2016,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42352.50486,20,FALSE,FALSE,50,12,2015,201550,20,2015/2016,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42360.41944,4,FALSE,FALSE,51,12,2015,201551,4,2015/2016,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42376.41736,1,FALSE,FALSE,1,1,2016,201601,1,2015/2016,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42382.54653,50,FALSE,FALSE,2,1,2016,201602,50,2015/2016,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42390.44931,1,FALSE,FALSE,3,1,2016,201603,1,2015/2016,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42394.54236,1,FALSE,FALSE,4,1,2016,201604,1,2015/2016,
Waikato region,LAWA-100563,Sunset Beach Surfclub at Port Waikato Beach,Beach,Enterococci,42405.38472,3,FALSE,FALSE,6,2,2016,201606,3,2015/2016,
